,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed
13,1211145511439106,A0059236825,STAFF ONLY,STAFF ONLY,,-,M,941010004139036,,17,,Rescue,07 year(s) 00 month(s) 03 day(s),Receiving 130 10,,,Walks politely on leash,,,Positive history with kids,Has done well in a crate.,Has done well in a home. ,,,,8/25/2025," Black / Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,"8/26/2025 while in intake cowering in corner. hard staring, cannot be handled tries to bite when attempting to leash and handle.during exam muzzled out of precaution. doesn't like to be vetted. signs of stress/fear, running away, hard staring, trying to bite/biting.","8/27/2025 CHUCK – Owner Surrender Timestamp 2025-08-25 16:27:13Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. noHow long have you had this dog? 6This dog is a... Owner Surrender (This pet has never been to this shelter before)Where did you get this dog? From family or a friendHow old is this dog? 6How old was this dog when you got them? 8 weekWhy do you need to surrender this dog? the place we moved do not allow dogPlease explain in your own words, why you need to surrender this dog today? where i stay do not allow dogWhile in your care, did this dog live with children? The dog did not live with children, but has met children while with me.If this dog lived with or interacted with children, how old were the children? 8,10,15,16How would you describe this dog's behavior towards the children? Jumps On ThemAre there any details about this dog interacting with children that you would like to share? noIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. noWhat other animals did this dog live with in your home? No other animalsIf other animals lived in the home, how well did this dog get along with them? fineIf this dog met or played with other dogs please describe their body language ExcitedHas this dog ever fought with another dog? If yes, please describe the incident. noHas this dog ever injured another dog? If yes, please describe the incident. noHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? run at themHas this dog ever killed a prey animal or pet? If yes, please describe the incident. noIs there any other information you would like to share about this dog interacting with other animals? noWhere did this dog spend most of their time? InsideDo you have a fenced yard? NoIf you do not have a fenced yard, do you Walk the dog on a leashHow did you exercise this dog? walks himHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Buckle collarHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? NoWhat commands does this dog know? his name and when you tell him setWhich behaviors does this dog need improvement on? allWhen the dog played did they typically... JumpHow long each day was this dog left alone inside your home? 2hrWhen left inside your home alone, was this dog... CratedWhen this dog was left alone did they show any of the following behaviors? None of theseIs this dog crate trained? Yes, for 4 hours or less.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? noneWhat does this dog do when a stranger/visitor comes into the house? barksWhat does this dog do when a stranger tries to pet them? barksWhat does this dog do when you or someone else goes near the food bowl while they are eating? barksWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? nothingWhat does this dog do when someone tells them to get off of furniture? get offWhat is this dog's best quality? friendlyWhat is this dog's worst quality? shells hairCheck all that apply to this dog's personality Shy, FearfulIn your own words, describe this dog's personality. Not friendlyWhat is this dog afraid of? How do they react? noiseAll dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. neckHave you seen them act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? NoIf the animal is still here in 30 days, would you like us to check in with you? No",False
14,1211131133658178,A0059228456,STAFF ONLY,STAFF ONLY,,-,F,985141002281838,,42,Identifying Info,Pending Behavior Assessment,04 year(s) 00 month(s) 05 day(s),Receiving 130 5,,,,,,,,,,,,8/23/2025," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,"8/24/2025 Growling in corner of kennel but able to leash after she warms up. lip lifting, very unsure, unable to focus, signs of stress/fear, startles easy, tense muscles, ducking and whale eyeing. Muzzled as a precaution. Behavior may improve over time.",,False
15,1211131133394208,A0059219255,,202501010664,,,M,,,13,Needs Rescue,Stray Wait,00 year(s) 04 month(s) 07 day(s),Parvo 1,,,,,,,,,,,4/22/2025,8/22/2025, Brown / White American Red Heeler / Mix,,,,,,,False
16,1211098092491126,A0059199426,STAFF ONLY,STAFF ONLY,,,N,981020057375016,,56,Bite Quarantine,Bite Quarantine - Not Visible,00 year(s) 10 month(s) 09 day(s),Dogs 302 1,,,,,,,,,,,,8/19/2025, Black / White Border Collie / Mix,,,,,"8/20/2025 easily handled while and during intake and exam.during exam muzzled out of precaution. Doesn't like to be vetted, couldn't complete HW test due to flailing.",,False
17,1211119510197491,A0059201488,STAFF ONLY,STAFF ONLY,,-,F,941010003663423,8/28/2026,15,Rescue Pending,Pending Behavior Assessment,02 year(s) 00 month(s) 08 day(s),Receiving 130 10,,,,,,,,,,,8/21/2023,8/19/2025, White Shih Tzu / Mix,,,,,"8/21/2025 Go slow can be Snappy when approached very sweet out of kennel while in intake. Didn't like vetting but easily handled during exam.Signs of stress/fear startles easily tense muscles hard staring trying to bit biting.

8/25/2025 Behavior is slowly improving. However, when she first came in, adoptions pulled her to be seen and she bit the potential adopter almost immediately when they reached for her (did not break skin). I let adoptions know to please go slow with her as she is new & very nervous around new people. May have stranger danger & startles easily with fast movements. GO SLOW.  Intake staff has been able to handle with no issues after this incident. ",,False
18,1211061447793165,A0059114218,L1,L1,,-,M,,8/28/2026,49,Court Mandate,Court,01 year(s) 00 month(s) 14 day(s),Dog Pre/Post Op 138 1,,,,,,,,,,,,8/14/2025," Black / White Terrier, American Pit Bull / Mix",,,,,8/15/2025 easily handled during and while in intake and exam.,,False
19,1211061538341393,A0059114202,L2,L2-A,,-,F,,8/19/2026,47,Court Mandate,Court,03 year(s) 00 month(s) 13 day(s),Dogs 201 6,,,,,,,,,,,,8/14/2025," Tan Terrier, American Pit Bull / Mix",,,,,"8/16/2025 while in intake slight BR, was easily handled once leash was on.during exam constant alarm barking with low growls. try's to act friendly then goes back to acting like were strangers..signs of fear/stressstartles easyhacklesalarm barkinggrowling",,False
20,1211061538005825,A0059112746,L1,L1,,,F,,,2,,Under Age,00 year(s) 00 month(s) 27 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," White Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/23/2025 easily handled while and during intake and exam.,,False
21,1211061578087622,A0059112765,L1,L1,,,M,,,2,,Under Age,00 year(s) 01 month(s) 03 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," Brindle / Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/16/2025 easily handled while and during intake and exam.,,False
22,1211061538112265,A0059112722,L1,L1,,,M,,,2,,Under Age,00 year(s) 00 month(s) 27 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/23/2025 easily handled while and during intake and exam.,,False
23,1211061447614744,A0059112691,L1,L1,,,M,,,2,,Under Age,00 year(s) 01 month(s) 04 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," Black / Tan Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/15/2025 easily handled while and during intake and exam.,,False
24,1211061578493997,A0059112662,L1,L1,,,F,,,3,,Under Age,00 year(s) 00 month(s) 27 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," Brown / Tan Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/23/2025 easily handled while and during intake and exam.,,False
25,1211061538104603,A0059112653,L1,L1,,,M,,,2,,Under Age,00 year(s) 01 month(s) 04 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," Brown / Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/15/2025 easily handled while and during intake and exam.,,False
26,1211061447398246,A0059112561,L1,L1,,,F,,,2,,Under Age,00 year(s) 01 month(s) 04 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," White / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,8/15/2025 easily handled while and during intake and exam.,,False
27,1211061538002556,A0059112611,L1,L1,,,F,,,2,,Under Age,00 year(s) 01 month(s) 04 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,8/14/2025," White / Tan Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/15/2025 easily handled while and during intake and exam.,,False
28,1211061446950593,A0059106772,L1,L1,,-,F,,,44,Court Mandate,Cruelty Exam,04 year(s) 00 month(s) 14 day(s),Dogs 506 A4,,,,,,,,,,,8/13/2023,8/14/2025," Grey / White Terrier, Pit Bull / Mix",,Helper/Greeter,"nan

8/26/2025 greeter","8/26/2025 very social at gate, tolerant of omar standing over here and being in her face. offered no corrections but would flip around anytime he sniffed her butt. stayed out for the entire playgroup, meeting 12 dogs in total. started higher energy but calmed down and was neutral with all dogs. minded her business when a few scuffles broke out",8/15/2025 easily handled while and during intake and exam,,False
29,1211061447053239,A0059106777,L1,L1,,-,M,,,23,Court Mandate,Cruelty Exam,00 year(s) 08 month(s) 13 day(s),Dogs 606 A1,,,,,,,,,,,3/13/2025,8/14/2025," Brown / Tan Terrier, Pit Bull / Mix",,,,,8/16/2025 easily handled while and during intake and exam.,,False
30,1210954502362187,A0059023455,STAFF ONLY,STAFF ONLY,,,S,,,0,Court Mandate,Court,04 year(s) 00 month(s) 29 day(s),Dogs 203 5,,,,,,,,,,,7/31/2021,7/31/2025," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,"8/1/2025 snaps at leash, growls. trys to run/escape. stressed and fearful while in intake.signs of stress/fear, air snapping, growling, hard staring, trying to bite/biting.",,False
31,1210934207018005,A0059007888,L1,L1,,,M,941010003634936,,4,Rescue Pending,Cruelty Exam,00 year(s) 02 month(s) 03 day(s),Foster Foster Home,,Transfer Pending,,,,,,,,,,7/30/2025," Grey / White Terrier, American Pit Bull / Mix",,,,,7/31/2025 easily handled,,False
32,1210566047414845,A0058716516,,,,,M,,,0,Court Mandate,Court,00 year(s) 02 month(s) 15 day(s),Foster Foster Home,,Court,,,,,,,,,6/14/2025,6/14/2025," Tan Bulldog, French / Mix",,,,,,,False
33,1210549208872911,A0058700202,,Kevin,,,M,,,4,Court Mandate,Court,00 year(s) 02 month(s) 18 day(s),Foster Foster Home,,Court,,,,,,,,,,6/12/2025,"Merle Brown Bulldog, French / Mix",,,,,,,False
34,1210549118891032,A0058700175,,Oliver,,,M,,,0,Court Mandate,Court,00 year(s) 02 month(s) 18 day(s),Foster Foster Home,,Court,,,,,,,,,,6/12/2025," White Bulldog, French / Mix",,,,,,,False
35,1210549210127131,A0058700182,,daisy,,,F,,,0,Court Mandate,Court,00 year(s) 02 month(s) 18 day(s),Foster Foster Home,,Court,,,,,,,,,,6/12/2025," Brown / White Bulldog, French / Mix",,,,,,,False
36,1210549120597139,A0058700164,,Dexter,,,M,,,0,Court Mandate,Court,00 year(s) 02 month(s) 18 day(s),Mutternity 1,,,,,,,,,,,,6/12/2025,"Tricolor Brown / White Bulldog, French / Mix",,,,,,,False
37,1210577819472322,A0058695966,,,,,F,,,7,,Under Age,00 year(s) 02 month(s) 10 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,6/12/2025," Grey Terrier, American Pit Bull / Mix",,,,,,,False
38,1210577921096062,A0058695924,,,,,F,,,7,,Under Age,00 year(s) 02 month(s) 10 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,6/12/2025," Grey Terrier, American Pit Bull / Mix",,,,,,,False
39,1210577921772377,A0058695874,,,,,F,,,7,,Under Age,00 year(s) 02 month(s) 10 day(s),Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,6/12/2025," Grey Terrier, American Pit Bull / Mix",,,,,,,False
40,1210549120255890,A0058695811,,,,,F,,,0,,Nursing Mom,,Foster Foster Home,,Pregnant/Nursing w/Mom,,,,,,,,,,6/12/2025," Grey Terrier, American Pit Bull / Mix",,,,,"6/14/2025 Does not like to leave pups, growls when approached. Very food motivated able to toss treats to be leash to courtyard and allows unleashing in yard. ",,False
41,1210408096634613,A0058579697,L1,L1,,,F,,,23,Court Mandate,Court,00 year(s) 07 month(s) 02 day(s),Foster Foster Home,,Court,,,,,,,,,1/27/2025,5/27/2025, Brown / Black Cane Corso / Mix,,,,,5/27/2025 Easily handled both in the kennel and during the exam.,,False
42,1210407997728744,A0058578550,L1,L1,,-,F,,6/7/2026,21,Court Mandate,Court,01 year(s) 00 month(s) 02 day(s),Dog ISO 156 C7,,,,,,,,,,,8/27/2024,5/27/2025," Tan / White Bulldog, French / Mix",,,,,5/27/2025 Easily handled both in the kennel and during the exam.,,False
43,1210408098908541,A0058578487,L1,L1,,-,F,,6/7/2026,18,Court Mandate,Court,01 year(s) 00 month(s) 02 day(s),Dog ISO 155 A3,,,,,,,,,,,8/27/2024,5/27/2025," Brown / Black Bulldog, French / Mix",,,,,5/27/2025 Easily handled both in the kennel and during the exam.,,False
44,1210408062517375,A0058579660,L1,L1,,,M,,8/7/2026,45,Court Mandate,Court,00 year(s) 07 month(s) 02 day(s),Foster Foster Home,,Court,,Lived with dogs,,,Has done well in a crate.,Still working on it,,,1/27/2025,5/27/2025, Grey Cane Corso / Mix,Knows basic commands,,,,5/27/2025 Easily handled both in the kennel and during the exam.,"8/1/2025 Timestamp 2025-08-01 12:20:49Dog's name: OhioDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 1 weekThis dog is a... Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? MovingWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? 6How would you describe this dog's behavior towards the children? Mostly FriendlyAre there any details about this dog interacting with children that you would like to share? Doesn’t like to be bothered when sleepIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. NoneWhat other animals did this dog live with in your home? Large dog(s)If other animals lived in the home, how well did this dog get along with them? GoodIf this dog met or played with other dogs please describe their body language: Excited, JumpyHas this dog ever fought with another dog? If yes, please describe the incident. NoHas this dog ever injured another dog? If yes, please describe the incident. NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Just stands thereHas this dog ever killed a prey animal or pet? If yes, please describe the incident. NoWhere did this dog spend most of their time? BothDo you have a fenced yard? NoHow did you exercise this dog? YesHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? NoneHow was this dog on a leash? NoneHave you ever taken this dog to a training class? NoWhat commands does this dog know? Sit layWhich behaviors does this dog need improvement on? Food aggressionWhen the dog played did they typically... Jump, Growl, Bark, Bite lightlyHow long each day was this dog left alone inside your home? NoneWhen left inside your home alone, was this dog... Able to roam freeWhen this dog was left alone did they show any of the following behaviors? Destroyed household items, Urinated/defecatedIs this dog crate trained? We never made this dog stay in a crate.How often did this dog have potty accidents in the house? DailyHow often did this dog destroy things other than toys? DailyIf this dog destroys things, is it only when left alone? NoWhat items did this dog destroy? Paper random itemsWhat does this dog do when a stranger/visitor comes into the house? NoneWhat does this dog do when a stranger tries to pet them? ExcitedWhat does this dog do when you or someone else goes near the food bowl while they are eating? NoneWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? RunWhat does this dog do when someone tells them to get off of furniture? NoneWhat is this dog's best quality? N/aWhat is this dog's worst quality? N/aCheck all that apply to this dog's personality: Friendly, Independent, Clingy, Goofy, Playful, AffectionateIn your own words, describe this dog's personality. Great puppyWhat is this dog afraid of? How do they react? NoneAll dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. Tummy when eatingHave you seen them act aggressively toward anyone? NoWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes

8/11/2025 OHIO – Foster Return Timestamp 2025-08-07 11:45:22Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain Yes - he’s had his dose for today and I returned the remainingHow long have you had this dog? Since August 2This dog is a Foster (I had this pet as a foster for more than 3 nights.)What is the main reason you are returning this pet to the shelter? Prior trip commitment - took him on a temporary basis to keep him out of the shelterWhile in your care, did this dog live with children? The dog did not interact with children while with me.If this dog lived with or interacted with children, how old were the children? N/A - he encountered children and other people on our walks and was unbothered/friendlyHow would you describe this dog's behavior towards the children? Mostly Friendly, He was jumpy with most people but was doing well learning “Off!”What other animals did this dog live with in your home? No other animalsIf this dog met or played with other dogs please describe their body language: Calmly curious - observed from afarHas this dog ever fought with another dog? If yes, please describe the incident NoHas this dog ever injured another dog? If yes, please describe the incident NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? Uninterested to mildly curiousIs there any other information you would like to share about this dog interacting with other animals? I didn’t let him get close to other dogs on our walks since he’s sick, but he just looked and seemed curious. Didn’t bark, whine, or pull toward the other animals.Where did this dog spend most of their time? InsideDo you have a fenced yard? NoIf you do not have a fenced yard, do you: Walk the dog on a leashHow did you exercise this dog? Several walks a day and play time in my condo’s dog run when no other dogs were presentHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Martingale collarHow was this dog on a leash? Mostly great on a leash - didn’t pull but would occasionally try to bite the leash and play with it. Typical puppy behavior!Have you ever taken this dog to a training class? NoWhat commands does this dog know? Sit, off, drop it, leave itWhich behaviors does this dog need improvement on? Basic puppy manners - not jumping on people when excited, not trying to eat everything he sees on walksWhen the dog played did they typically JumpHow long each day was this dog left alone inside your home? No more than 4 hoursWhen left inside your home alone, was this dog CratedWhen this dog was left alone did they show any of the following behaviors? I only left him out of the crate when I was present - he tried to chew everything, but was easily redirected to a toy and especially a NylaboneIs this dog crate trained? Yes, for 4-8 hours.How often did this dog have potty accidents in the house? NeverHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? Toilet paper off the roll - everything else I caught immediately when he started to chew and redirected. I would NOT leave him unattended in a house until he’s had more training.What does this dog do when a stranger/visitor comes into the house? Curiously observesWhat does this dog do when a stranger tries to pet them? Happy to receive - flops over for belly rubsWhat does this dog do when you or someone else goes near the food bowl while they are eating? No reaction.What does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? No reaction. I physically pulled several things out of his mouth (rocks, bark, etc.) that he picked up on our walks - he let me easily. No attempts at biting.What does this dog do when someone tells them to get off of furniture? ListensWhat is this dog's best quality? He’s sweet, loving, and calm (for a puppy!) Rarely barks/whines. Eager to please.What is this dog's worst quality? Still has a lot of puppy energy and needs a lot of time, attention, and training.Check all that apply to this dog's personality: Friendly, Goofy, Playful, AffectionateIn your own words, describe this dog's personality He’s a big sweet lovebug. He’s the typical Corso - calm, curious, affectionate, Velcro. Followed me everywhere, even to the bathroom.What is this dog afraid of? How do they react? Loud noises and overstimulation. We walked on a busy sidewalk by a busy road and he easily adjusted.All dogs have sensitive places He was fine with me cleaning his ears, wiping his paws, etc. I didn’t find sensitive spot.Have you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home I’ve fostered/adopted over 10 Corsos and/or giant guardian breeds and he’s an amazing little guy and perfect example of this breed at its best. I didn’t observe any big issues. He’s perfect for someone who has the time and patience to train a puppy.Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes",False
45,1210408063456193,A0058578454,L1,L1,,-,F,,6/7/2026,18,Court Mandate,Court,01 year(s) 00 month(s) 02 day(s),Dog ISO 156 C6,,,,,,,,,,,8/27/2024,5/27/2025," Brindle Bulldog, French / Mix",,,,,5/27/2025 Easily handled both in the kennel and during the exam.,,False
46,1210408097098154,A0058578397,L1,L1,,-,F,,6/7/2026,17,Court Mandate,Court,01 year(s) 00 month(s) 02 day(s),Dog ISO 155 A4,,,,,,,,,,,8/27/2024,5/27/2025," Tan / Cream Bulldog, French / Mix",,,,,5/27/2025 Easily handled both in the kennel and during the exam.,,False
47,1210408058874220,A0058578305,L1,L1,,-,M,,6/7/2026,24,Court Mandate,Court,03 year(s) 03 month(s) 02 day(s),Dog ISO 156 C8,,,,,,,,,,,5/27/2022,5/27/2025,"Merle Brown / Black Bulldog, French / Mix",,,,,5/27/2025 Easily handled,,False
48,1210408096428092,A0058578208,L1,L1,,-,F,,6/13/2026,24,Court Mandate,Court,02 year(s) 03 month(s) 02 day(s),Dog ISO 155 B2,,,,,,,,,,,5/27/2023,5/27/2025,"Merle Grey / White Bulldog, French / Mix",,,,,"5/27/2025 Easily handled, very calm. ",,False
49,1210407997467930,A0058577981,L1,L1,,-,F,,5/28/2026,24,Court Mandate,Court,02 year(s) 03 month(s) 02 day(s),Dog ISO 156 C5,,,,,,,,,,,5/27/2023,5/27/2025," Brown / Black Bulldog, French / Mix",,,,,"5/27/2025 Very calm, easily handled. ",,False
