,gid,Animal ID,Level,Level Reason,Special Intake Information,HW,Sex,Microchip ID,Rabies Revaccination Date,Weight,Hold,Current Status,Age,Location,Short URL,Foster Start Reason,Leash Skills,Dog Interaction,Cat Interaction,Kid Interaction,Crate Trained,Potty Skills,Cuddle Meter,Energy/Activity Level,DOB,IntakeDate,Color & Breed,More about me,Play Style,Playgroup Notes,"""Dog Test"" Notes",Behavior Notes,Foster/Home Notes,completed
10,1213473156263571,A0060546444,STAFF ONLY,STAFF ONLY,,,M,,,35,Bite Quarantine,Pre-Euthanasia,06 year(s) 01 month(s) 06 day(s),Dogs 302 1,https://fcasdogs.com/Malloy,,Walks politely on leash,,,,,,I'm affectionate with friends,1 - Low energy,2/27/2020,2/27/2026," Brown / Tan Terrier, Pit Bull / Plott Hound",,,,,"3/3/2026 Behavior Upon Arrival: (behavior in field or intake lobby): .He snapped repeatedly and I had to use the pole to get him out. Once on my truck I gave him some water and foodObserved Behavior in Kennel: Growling, alarm barking, hard staring, not friendlyBehavior During Intake Exam: Had to be sedated to complete intake/cruelty exam. Cannot safely be handled.Level Given After Intake (be specific): STAFF ONLY 

3/4/2026 dog test  Do you recommend a level change? yes, L3-BR General skinny boy, knows sit and paw Placement Info: needs dog test firstPersonality: aloof but goofy and sweetDog Test 1: naDog Test 2: naMedical: emaciated, needs to put on some weightHow Do I Handle Stress? barkWhat Do I Need Help With Most? kennel presenceThe Most Memorable Thing About Me: he knows pawIntake Info: unable to handle, barking, showing teethWhat is my strategic out? adoption pending dog test Ongoing care: Extra feedOther notes: For the past few days I have been trying to make friends with him. When I first met him he was very BR and would be calm and then bark. Today he was a lot calmer, even with all the dogs barking. I squatted down and offered him some treats which he took gently. When I stopped giving him treats he started pawing at the kennel bars for more. I told him to sit which he did and then I opened the kennel door and showed him my leash. The first time I tried to leash him he moved his head away from the leash but with some talking and coaxing I was able to leash him without any issues. We walked out of his kennel and to the mulch yards. He is super easy on leash. He spends most of his time sniffing and peeing but does allow pets. He also allowed me to touch his legs and feet to untangle him when we were in the yard. I left the leash on him but he did his own thing while I was squatted down. He was not interested in me, even when I was calling him. We walked back to his kennel and he walked into his kennel with no issues. Once in his kennel I told him to sit, he sat, I removed my leash, told him paw, he gave me his paw and then I rewarded him with a leash. 

3/21/2026 Bite Quarantine.Malloy went to the clinic to get his rabies vaccine, He was very amped up during the vetting. They had just finished giving him his shot, and released his muzzle, he immediately turned and latched onto allies hand. He did not release. multiple puncture wounds. 

3/28/2026 Do you recommend a level change? General When vet staff took Malloy to get his rabies vaccine, he immediately started showing signs of agitation. They were able to muzzle him, and administer the shot, when they removed his muzzle, he whipped his head around and latched onto Allie's hand. He would not release. Bite resulted in Allie going to the hospital with multiple puncture wounds. When I went to move him, he walked well, and allowed me to remove the two leads he had on. Possibility it was the vetting, During focus group check to see if there are any other behavior issues going on.  Placement Info: Personality:Dog Test 1:Dog Test 2:Medical:How Do I Handle Stress?What Do I Need Help With Most?The Most Memorable Thing About Me:Intake Info:What is my strategic out?Ongoing care:Other notes:",,False
11,1213369823485202,A0060294979,L1,L1,,-,S,941010004024961,2/21/2027,41,,Available,00 year(s) 08 month(s) 05 day(s),Receiving 130 18,,,,,,,,,,,,2/19/2026," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,2/20/2026 Behavior Upon Arrival: (behavior in field or intake lobby): N/AObserved Behavior in Kennel: Easily HandledBehavior During Intake Exam: Easily HandledLevel Given After Intake (be specific): L1 Easily Handled ,,True
12,1211907057191667,A0059764000,L1,L1,,-,S,941010004222413,11/15/2026,53,,Available,06 year(s) 04 month(s) 20 day(s),Receiving 130 21,https://fcasdogs.com/Queen,,Walks politely on leash,Lived with dogs,Unknown/No history,Positive history with kids,Working on it,Has done well in a home. ,Super cuddler,2-Medium energy,11/10/2020,11/10/2025," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Loves toys, Quiet house guest",Little to no play,nan,"11/14/2025 tolerant, avoidant, low energy, vocal, mainly focused on barking after greetings",11/11/2025 Easily handled while and during intake and intake exam.,"11/13/2025 QUEEN – Owner Surrender Timestamp 2025-11-10 12:18:31Dog's name QueenDoes this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. NoHow long have you had this dog? 5 yearsThis dog is a... Owner Surrender (This pet has never been to this shelter before)Where did you get this dog? From family or a friendHow old is this dog? 5How old was this dog when you got them? 3 weeksWhy do you need to surrender this dog? Loss of homePlease explain in your own words, why you need to surrender this dog today? loss of homeWhile in your care, did this dog live with children? YesIf this dog lived with or interacted with children, how old were the children? New born-14How would you describe this dog's behavior towards the children? Mostly FriendlyAre there any details about this dog interacting with children that you would like to share? She great with kids, very friendly dogIf this dog has had issues with children that include behavior such as growling, snapping, or showing teeth, please describe the circumstance, tell us how often and give as much detail as possible. NoWhat other animals did this dog live with in your home? Small dog(s)If other animals lived in the home, how well did this dog get along with them? Good, she loves to play.If this dog met or played with other dogs please describe their body language Excited, Jumpy, ShyHas this dog ever fought with another dog? If yes, please describe the incident. NoHas this dog ever injured another dog? If yes, please describe the incident. NoHow does this dog react when they see a prey animal (squirrel, mouse, bird) or cat outside? May bark or run afterHas this dog ever killed a prey animal or pet? If yes, please describe the incident. NoIs there any other information you would like to share about this dog interacting with other animals? NoWhere did this dog spend most of their time? BothDo you have a fenced yard? NoIf you do not have a fenced yard, do you Walk the dog on a leashHow did you exercise this dog? Walk around the cityHow often did you exercise this dog? DailyWhat kind of collar did you use for this dog? Body harnessHow was this dog on a leash? Great on a leashHave you ever taken this dog to a training class? YesWhat commands does this dog know? SitWhen the dog played did they typically... JumpHow long each day was this dog left alone inside your home? 5 hoursWhen left inside your home alone, was this dog... Confined to a roomWhen this dog was left alone did they show any of the following behaviors? CriedIs this dog crate trained? Yes, for 4 hours or less.How often did this dog have potty accidents in the house? 1-2 times a weekHow often did this dog destroy things other than toys? NeverIf this dog destroys things, is it only when left alone? YesWhat items did this dog destroy? When she was a puppy not nowWhat does this dog do when a stranger/visitor comes into the house? BarkWhat does this dog do when a stranger tries to pet them? nothingWhat does this dog do when you or someone else goes near the food bowl while they are eating? NothingWhat does this dog do when someone tries to take away toys, bones, food, or anything the dog decides is valuable? NothingWhat does this dog do when someone tells them to get off of furniture? get downWhat is this dog's best quality? PersonalityWhat is this dog's worst quality? She cries a lotCheck all that apply to this dog's personality Friendly, Shy, Clingy, Polite, Playful, AffectionateIn your own words, describe this dog's personality. Love peopleWhat is this dog afraid of? How do they react? Loud noisesAll dogs have sensitive places. Where is this dog sensitive about being touched? Describe their reaction. Four headHave you seen them act aggressively toward anyone? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. She’s needs a loving familyWould you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes

11/28/2025 QUEEN – Weekend WarriorTimestamp 2025-11-26 07:34:51Dog's name: Queen  Does this dog take any medication or have any known medical issues, injuries, or allergies? If yes, please explain. Yes--kennel cough, takes doxycycline dailyHow long have you had this dog? 2 nightsThis dog is a... Weekend Warrior (I have had this pet for less than 3 nights as a Weekend Warrior)Did this dog have any interactions with the following while with you? [Dogs ] Positive InteractionDid this dog have any interactions with the following while with you? [Cats] Positive InteractionDid this dog have any interactions with the following while with you? [Men ] Positive InteractionDid this dog have any interactions with the following while with you? [Women ] Positive InteractionDid this dog have any interactions with the following while with you? [Children ] Positive InteractionHow was this dog on a leash while with you? Great on a leash, Gets excited when they see other dogsDoes this dog know any commands? Which ones? sitIn your opinion, what is this dog's best quality? She is very loving--a snuggler, immediately putting her head on your lap while sitting on the couch! She's also been incredibly wonderful with our kids and the neighbor/friend kids who have come over! She loved to play with a tennis ball, chewed a bone very quickly! She would be a WONDERFUL dog for a family!In your opinion, what is this dog's worst quality? She got very excited to see a neighbor (large) dog and barked quite a bit--but was easy to redirect and get her going the other way while on a walkCheck all that apply to this dog's personality... Friendly, Polite, Goofy, PlayfulIn your own words, describe this dog's personality while out of the shelter. Loving, calm, playfulDid this dog have an potty accidents while in your care? No- Likely potty trained. No accidents!What was this dog's activity level on a scale from 1-4? 2-Medium Energy (Alternates rest and play)Which behaviors does this dog need improvement on, if any? WhiningHow cuddly is this dog? 4-Super snugglerWhen this dog played did they typically... noneHow long was this dog left alone? The dog was not left aloneHave you seen them act aggressively toward anyone while they wee in your care? NoPlease tell us anything you would like us to know about this dog to help us find it an adoptive home. Queen was an amazing dog to bring to our home for a couple of nights--our young girls loved her (6 years and 8 years), and she was very gentle with them! She tolerated kid friends coming and going. She went on several walks with us and did great! We have a cat, and she and the cat met briefly--our cat hissed and swatted on a very short measured introduction, so we kept them apart for Queen's time at our house. I think Queen would be an absolutely wonderful dog for a family who is ready for a long term commitment!Would you like to be notified if this animal is ever at risk for euthanasia? YesIf the animal is still here in 30 days, would you like us to check in with you? Yes",False
13,1213891823929890,A0060717527,,2026003435,,,M,,,,Identifying Info,Identifying Info,03 year(s) 00 month(s) 01 day(s),Receiving 130 21,,,,,,,,,,,3/31/2023,3/31/2026," Grey / White Terrier, Pit Bull / Mix",,,,,,,False
14,1213035493478634,A0060179568,L2,L2-A,,-,S,941010004800493,2/2/2027,118,,Available,06 year(s) 02 month(s) 03 day(s),Foster Foster Home,,Lack of Space,,,,,,,,,,1/29/2026, Grey Cane Corso / Mix,,,,,"1/30/2026 Behavior Upon Arrival: (behavior in field or intake lobby): Overall this animal is doing wellObserved Behavior in Kennel: Heavy panting, pacing, whining and very stressed Behavior During Intake Exam: Jumping from one door to the other (back and forth) panting, salivating and unable to focusLevel Given After Intake (be specific): L2-A overall friendly but clearly stressed. behavior may improve with time. ",,False
15,1213191735226776,A0058635764,L2,L2-FR/SF,,-,M,941010003963153,2/21/2027,77,Pre-Fix Adoption,Adopted,03 year(s) 09 month(s) 29 day(s),Foster Pre-Fix,https://fcasdogs.com/Leke,Pre-Fix Adoption,,,,,,,,,6/4/2022,2/11/2026, Black Shepherd / Mix,,,,,"6/4/2025 Go slow when leashing in kennel. Nervous but no aggression shown. Showing signs of stress/fear, tense muscles, frozen at times. Easily handled once leash is on. Muzzled for precaution during exam. Easily handled. 

2/12/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: very still head shy and drooling easily handled once leashed Behavior During Intake Exam: let me touch them after a min still very warry panting and pacingLevel Given After Intake (be specific): L2-SF for head shyness and stiffness A pacing and panting 

2/15/2026 Added FR based on the following note submitted via qr code by staff:Began to try to bolt when outside, hopping on back legs, then trying again to run. When he couldn’t he’d begin flailing and trying to wiggle out of the leash. May need Flight Risk added to level",,False
16,1213622684345960,A0060613645,,,,,U,,,0,,Stray Wait,,Foster Friendly Finder,,,,,,,,,,,,3/11/2026," Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False
17,1213473159418457,A0060549596,L1,L1,,-,S,941010004145636,3/3/2027,68,,Available,03 year(s) 01 month(s) 05 day(s),Foster Foster Home,https://fcasdogs.com/CountessLouAnne,Lack of Space,Walks politely on leash,Has enjoyed interacting with other dogs,Positive interaction,Positive history with kids,Has done well in a crate.,Has done well in a home. ,I'm affectionate with friends,1 - Low energy,,2/27/2026," Grey Mixed Breed, Large (over 44 lbs fully grown) / Mix",,Physical Play,,"3/9/2026 Countess was ready to come in the yard as she waited in the catchpen. She displayed loose body langauage. Once in the yard, she ran and jumped around. Was tolerant of body checking. ",2/28/2026 Behavior Upon Arrival: (behavior in field or intake lobby): Finder said dog was very friendly and easily followed her into her car.Observed Behavior in Kennel: Easily handledBehavior During Intake Exam: Easily handledLevel Given After Intake (be specific): L1 ,,False
18,1213839454536946,A0060708069,L1,L1,,-,F,941010004761286,,15,Rescue Pending,Stray Wait- Rescue,01 year(s) 00 month(s) 03 day(s),Foster Foster Home,,Transfer Pending,,,,,,,,,,3/28/2026," Brown / Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,3/29/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: easily handledBehavior During Intake Exam: easily handledLevel Given After Intake (be specific): L1 ,,True
19,1213870256780416,A0060716131,L1,L1,,-,F,941010004734580,,58,,Stray Wait,01 year(s) 00 month(s) 02 day(s),Foster Friendly Finder,,Friendly Finder,,,,,,,,,3/30/2025,3/30/2026," Golden / White Retriever, Golden / Mix",,,,,3/30/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: easily handled Behavior During Intake Exam: easily handled Level Given After Intake (be specific): L1 ,,True
20,1213861532327818,A0060708537,L1,L1,,-,M,941010004732815,3/31/2027,55,,Stray Wait,04 year(s) 00 month(s) 03 day(s),Dogs 079 B1,,,,,,,,,,,,3/28/2026," Grey Bulldog, English / Mix",,,,,3/29/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Observed Behavior in Kennel: EASILY HANDLEDBehavior During Intake Exam: EASILY HANDLEDLevel Given After Intake (be specific): L1 ,,True
21,1210087128217984,A0058372992,L1,L1,,-,S,941010003619918,4/30/2026,32,,Available,01 year(s) 11 month(s) 06 day(s),Dogs 066 A2,https://fcasdogs.com/MickeyDs,,,Has enjoyed interacting with other dogs,,,,,,,,4/25/2025," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,Tag,,"5/1/2025 Cancelled due to outcome

3/10/2026 Mickey D had great body language with other dogs and ran around a bunch till she just wanted to hang out in the yard. She gave appropriate corrections when the dogs were in her face too much.","4/26/2025 easily handled in intake kennel & during exam. high energy

3/4/2026 Behavior Upon Arrival: (behavior in field or intake lobby):Easily Handle Observed Behavior in Kennel:Easily handleBehavior During Intake Exam:Easily handleLevel Given After Intake (be specific):L1 ",,True
22,1213606309445323,A0060599064,L1,L1,,,S,941010004132521,3/18/2027,28,,Available,00 year(s) 03 month(s) 22 day(s),Foster Trial Adoption,,Trial Adoption,,,,,,,,,11/9/2025,3/9/2026," Brown / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,3/10/2026 Behavior Upon Arrival: (behavior in field or intake lobby): N/AObserved Behavior in Kennel: Easily handledBehavior During Intake Exam: Easily handledLevel Given After Intake (be specific): L1 ,,True
