,gid_x,Animal ID_x,Level_x,Level Reason_x,Special Intake Information_x,HW_x,Sex_x,Microchip ID_x,Rabies Revaccination Date_x,Weight_x,Hold_x,Current Status_x,Age_x,Location_x,Short URL_x,Foster Start Reason_x,Leash Skills_x,Dog Interaction_x,Cat Interaction_x,Kid Interaction_x,Crate Trained_x,Potty Skills_x,Cuddle Meter_x,Energy/Activity Level_x,DOB_x,IntakeDate_x,Color & Breed_x,More about me_x,Play Style_x,Playgroup Notes_x,"""Dog Test"" Notes_x",Behavior Notes_x,Foster/Home Notes_x,completed_x,parent gid,parent completed,gid_y,Animal ID_y,Level_y,Level Reason_y,Special Intake Information_y,HW_y,Sex_y,Microchip ID_y,Rabies Revaccination Date_y,Weight_y,Hold_y,Current Status_y,Age_y,Location_y,Short URL_y,Foster Start Reason_y,Leash Skills_y,Dog Interaction_y,Cat Interaction_y,Kid Interaction_y,Crate Trained_y,Potty Skills_y,Cuddle Meter_y,Energy/Activity Level_y,DOB_y,IntakeDate_y,Color & Breed_y,More about me_y,Play Style_y,Playgroup Notes_y,"""Dog Test"" Notes_y",Behavior Notes_y,Foster/Home Notes_y,completed_y,AnimalID,CurrentStatus,LevelReason
18,1211179456030958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179452304104,False,1211179452304104,A0059261667,,,,,M,,,0,,Stray Wait,,Receiving 130 Crate,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,,,False,A0059261667,Stray Wait,
19,1211179456797918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179452304104,False,1211179452304104,A0059261667,,,,,M,,,0,,Stray Wait,,Receiving 130 Crate,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,,,False,A0059261667,Stray Wait,
20,1211179456797928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179452304104,False,1211179452304104,A0059261667,,,,,M,,,0,,Stray Wait,,Receiving 130 Crate,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix",,,,,,,False,A0059261667,Stray Wait,
21,1211179382866339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179521057219,False,1211179521057219,A0059259369,STAFF ONLY,STAFF ONLY2025001753,,,M,985113007519287,,0,Microchip,Court,05 year(s) 06 month(s) 18 day(s),Dogs 203 3,,,,,,,,,,,2/11/2020,8/28/2025, Black / Brown Rottweiler,,,,,,,False,A0059259369,Court,STAFF ONLY2025001753
22,1211179382866361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179521057219,False,1211179521057219,A0059259369,STAFF ONLY,STAFF ONLY2025001753,,,M,985113007519287,,0,Microchip,Court,05 year(s) 06 month(s) 18 day(s),Dogs 203 3,,,,,,,,,,,2/11/2020,8/28/2025, Black / Brown Rottweiler,,,,,,,False,A0059259369,Court,STAFF ONLY2025001753
23,1211179383320391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179521057219,False,1211179521057219,A0059259369,STAFF ONLY,STAFF ONLY2025001753,,,M,985113007519287,,0,Microchip,Court,05 year(s) 06 month(s) 18 day(s),Dogs 203 3,,,,,,,,,,,2/11/2020,8/28/2025, Black / Brown Rottweiler,,,,,,,False,A0059259369,Court,STAFF ONLY2025001753
24,1211179456368700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179519012045,False,1211179519012045,A0059258383,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258383,Stray Wait,
25,1211179456701564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179519012045,False,1211179519012045,A0059258383,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258383,Stray Wait,
26,1211179456701574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179519012045,False,1211179519012045,A0059258383,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258383,Stray Wait,
27,1211179521010172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455668677,False,1211179455668677,A0059257262,,,,,F,,,0,Needs Rescue,Pending Behavior Assessment,,Receiving 129 K3,,,,,,,,,,,,8/28/2025," Tan Terrier, Pit Bull / Mix",,,,,,,False,A0059257262,Pending Behavior Assessment,
28,1211179521010194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455668677,False,1211179455668677,A0059257262,,,,,F,,,0,Needs Rescue,Pending Behavior Assessment,,Receiving 129 K3,,,,,,,,,,,,8/28/2025," Tan Terrier, Pit Bull / Mix",,,,,,,False,A0059257262,Pending Behavior Assessment,
29,1211179521051746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455668677,False,1211179455668677,A0059257262,,,,,F,,,0,Needs Rescue,Pending Behavior Assessment,,Receiving 129 K3,,,,,,,,,,,,8/28/2025," Tan Terrier, Pit Bull / Mix",,,,,,,False,A0059257262,Pending Behavior Assessment,
30,1211179377270041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546201,False,1211179456546201,A0059257490,,,,,M,,,0,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Receiving 130 20,,,,,,,,,,,8/28/2021,8/28/2025," Brown / White Terrier, Pit Bull / Mix",,,,,,,False,A0059257490,Stray Wait,
31,1211179383134581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546201,False,1211179456546201,A0059257490,,,,,M,,,0,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Receiving 130 20,,,,,,,,,,,8/28/2021,8/28/2025," Brown / White Terrier, Pit Bull / Mix",,,,,,,False,A0059257490,Stray Wait,
32,1211179383134591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546201,False,1211179456546201,A0059257490,,,,,M,,,0,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Receiving 130 20,,,,,,,,,,,8/28/2021,8/28/2025," Brown / White Terrier, Pit Bull / Mix",,,,,,,False,A0059257490,Stray Wait,
33,1211179521007811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179383112320,False,1211179383112320,A0059258390,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258390,Stray Wait,
34,1211179521057378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179383112320,False,1211179383112320,A0059258390,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258390,Stray Wait,
35,1211179521057388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179383112320,False,1211179383112320,A0059258390,,,,,M,,,0,,Stray Wait,,Receiving 130 7,,,,,,,,,,,,8/28/2025," Cream / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,,,False,A0059258390,Stray Wait,
36,1211179520569036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179377942045,False,1211179377942045,A0059253834,L1,L1,,-,F,941010003679354,,52,,Available,01 year(s) 00 month(s) 02 day(s),Dogs 506 B3,,,,,,,,,,,8/27/2024,8/27/2025, Tan Belgian Malinois / Mix,,,,,8/28/2025 easily handled in the kennel and during the intake exam,,False,A0059253834,Available,L1
37,1211179521019882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179377942045,False,1211179377942045,A0059253834,L1,L1,,-,F,941010003679354,,52,,Available,01 year(s) 00 month(s) 02 day(s),Dogs 506 B3,,,,,,,,,,,8/27/2024,8/27/2025, Tan Belgian Malinois / Mix,,,,,8/28/2025 easily handled in the kennel and during the intake exam,,False,A0059253834,Available,L1
38,1211179521019892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179377942045,False,1211179377942045,A0059253834,L1,L1,,-,F,941010003679354,,52,,Available,01 year(s) 00 month(s) 02 day(s),Dogs 506 B3,,,,,,,,,,,8/27/2024,8/27/2025, Tan Belgian Malinois / Mix,,,,,8/28/2025 easily handled in the kennel and during the intake exam,,False,A0059253834,Available,L1
39,1211179520916237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546187,False,1211179456546187,A0059256599,,,,,M,,,0,,Stray Wait,,Receiving 130 19,,,,,,,,,,,,8/28/2025," White Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059256599,Stray Wait,
40,1211179520916259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546187,False,1211179456546187,A0059256599,,,,,M,,,0,,Stray Wait,,Receiving 130 19,,,,,,,,,,,,8/28/2025," White Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059256599,Stray Wait,
41,1211179520942995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456546187,False,1211179456546187,A0059256599,,,,,M,,,0,,Stray Wait,,Receiving 130 19,,,,,,,,,,,,8/28/2025," White Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059256599,Stray Wait,
42,1211179382812988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179518559236,False,1211179518559236,A0059256463,,,,,M,,,0,Identifying Info,Identifying Info,,Receiving 129 K2,,,,,,,,,,,,8/28/2025," Sandy Terrier, Pit Bull / Mix",,,,,,,False,A0059256463,Identifying Info,
43,1211179382813010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179518559236,False,1211179518559236,A0059256463,,,,,M,,,0,Identifying Info,Identifying Info,,Receiving 129 K2,,,,,,,,,,,,8/28/2025," Sandy Terrier, Pit Bull / Mix",,,,,,,False,A0059256463,Identifying Info,
44,1211179383077542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179518559236,False,1211179518559236,A0059256463,,,,,M,,,0,Identifying Info,Identifying Info,,Receiving 129 K2,,,,,,,,,,,,8/28/2025," Sandy Terrier, Pit Bull / Mix",,,,,,,False,A0059256463,Identifying Info,
45,1211179456570839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537322,False,1211179456537322,A0059253890,L1,L1,,-,M,941010003636950,,34,,Stray Wait,00 year(s) 06 month(s) 01 day(s),Dogs 064 A1,,,,,,,,,,,2/28/2025,8/27/2025," Black Retriever, Labrador / Mix",,,,,8/28/2025 easily handled while in intake and during exam.,,False,A0059253890,Stray Wait,L1
46,1211179456570861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537322,False,1211179456537322,A0059253890,L1,L1,,-,M,941010003636950,,34,,Stray Wait,00 year(s) 06 month(s) 01 day(s),Dogs 064 A1,,,,,,,,,,,2/28/2025,8/27/2025," Black Retriever, Labrador / Mix",,,,,8/28/2025 easily handled while in intake and during exam.,,False,A0059253890,Stray Wait,L1
47,1211179456591770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537322,False,1211179456537322,A0059253890,L1,L1,,-,M,941010003636950,,34,,Stray Wait,00 year(s) 06 month(s) 01 day(s),Dogs 064 A1,,,,,,,,,,,2/28/2025,8/27/2025," Black Retriever, Labrador / Mix",,,,,8/28/2025 easily handled while in intake and during exam.,,False,A0059253890,Stray Wait,L1
48,1211179455137308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179520877751,False,1211179520877751,A0059255890,L1,L1,,,F,941010004126768,,18,,Identifying Info,01 year(s) 06 month(s) 01 day(s),Dog Pre/Post Op 135 2,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059255890,Identifying Info,L1
49,1211179456582874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179520877751,False,1211179520877751,A0059255890,L1,L1,,,F,941010004126768,,18,,Identifying Info,01 year(s) 06 month(s) 01 day(s),Dog Pre/Post Op 135 2,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059255890,Identifying Info,L1
50,1211179456582884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179520877751,False,1211179520877751,A0059255890,L1,L1,,,F,941010004126768,,18,,Identifying Info,01 year(s) 06 month(s) 01 day(s),Dog Pre/Post Op 135 2,,,,,,,,,,,,8/28/2025," Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,,,False,A0059255890,Identifying Info,L1
51,1211179381890335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537418,False,1211179456537418,A0059253900,L1,L1,,-,M,985112012396103,,52,,Available,01 year(s) 06 month(s) 01 day(s),Dogs 606 A7,,,,,,,,,,,2/28/2024,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 Very clingy but easily handled while in intake and during exam.,,False,A0059253900,Available,L1
52,1211179383054339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537418,False,1211179456537418,A0059253900,L1,L1,,-,M,985112012396103,,52,,Available,01 year(s) 06 month(s) 01 day(s),Dogs 606 A7,,,,,,,,,,,2/28/2024,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 Very clingy but easily handled while in intake and during exam.,,False,A0059253900,Available,L1
53,1211179383054349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179456537418,False,1211179456537418,A0059253900,L1,L1,,-,M,985112012396103,,52,,Available,01 year(s) 06 month(s) 01 day(s),Dogs 606 A7,,,,,,,,,,,2/28/2024,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 Very clingy but easily handled while in intake and during exam.,,False,A0059253900,Available,L1
54,1211179517501493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455196100,False,1211179455196100,A0059253771,L1,L1,,,M,941010004083397,,40,,Stray Wait,00 year(s) 05 month(s) 01 day(s),Dog Visiting 060 C7,,,,,,,,,,,3/28/2025,8/27/2025," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253771,Stray Wait,L1
55,1211179520674228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455196100,False,1211179455196100,A0059253771,L1,L1,,,M,941010004083397,,40,,Stray Wait,00 year(s) 05 month(s) 01 day(s),Dog Visiting 060 C7,,,,,,,,,,,3/28/2025,8/27/2025," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253771,Stray Wait,L1
56,1211179520674238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179455196100,False,1211179455196100,A0059253771,L1,L1,,,M,941010004083397,,40,,Stray Wait,00 year(s) 05 month(s) 01 day(s),Dog Visiting 060 C7,,,,,,,,,,,3/28/2025,8/27/2025," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253771,Stray Wait,L1
57,1211179455680306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179517810381,False,1211179517810381,A0059253774,STAFF ONLY,STAFF ONLY,,-,F,941010004053057,,10,,Stray Wait,01 year(s) 00 month(s) 01 day(s),Receiving 130 8,,,,,,,,,,,8/28/2024,8/27/2025," Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/28/2025 will bite caution towel wrapped and muzzled as precaution while in intake and during exam.Air snapping Growling Lifting lip/showing teeth.,,False,A0059253774,Stray Wait,STAFF ONLY
58,1211179455680328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179517810381,False,1211179517810381,A0059253774,STAFF ONLY,STAFF ONLY,,-,F,941010004053057,,10,,Stray Wait,01 year(s) 00 month(s) 01 day(s),Receiving 130 8,,,,,,,,,,,8/28/2024,8/27/2025," Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/28/2025 will bite caution towel wrapped and muzzled as precaution while in intake and during exam.Air snapping Growling Lifting lip/showing teeth.,,False,A0059253774,Stray Wait,STAFF ONLY
59,1211179456400887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179517810381,False,1211179517810381,A0059253774,STAFF ONLY,STAFF ONLY,,-,F,941010004053057,,10,,Stray Wait,01 year(s) 00 month(s) 01 day(s),Receiving 130 8,,,,,,,,,,,8/28/2024,8/27/2025," Black Mixed Breed, Small (under 24 lbs fully grown) / Mix",,,,,8/28/2025 will bite caution towel wrapped and muzzled as precaution while in intake and during exam.Air snapping Growling Lifting lip/showing teeth.,,False,A0059253774,Stray Wait,STAFF ONLY
60,1211179520470665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179380897394,False,1211179380897394,A0059253396,L1,L1,,-,M,941010003004839,,88,,Stray Wait,08 year(s) 00 month(s) 01 day(s),Dogs 606 A2,,,,,,,,,,,8/28/2017,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253396,Stray Wait,L1
61,1211179520679342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179380897394,False,1211179380897394,A0059253396,L1,L1,,-,M,941010003004839,,88,,Stray Wait,08 year(s) 00 month(s) 01 day(s),Dogs 606 A2,,,,,,,,,,,8/28/2017,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253396,Stray Wait,L1
62,1211179520679352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179380897394,False,1211179380897394,A0059253396,L1,L1,,-,M,941010003004839,,88,,Stray Wait,08 year(s) 00 month(s) 01 day(s),Dogs 606 A2,,,,,,,,,,,8/28/2017,8/27/2025," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam ,,False,A0059253396,Stray Wait,L1
63,1211179381536236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179514447080,False,1211179514447080,A0059248207,L1,L1,,-,M,941010004091173,,87,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Dogs 081 B10,,,,,,,,,,,8/28/2021,8/27/2025," Brown Terrier, American Pit Bull / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam. ,,False,A0059248207,Stray Wait,L1
64,1211179381536258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179514447080,False,1211179514447080,A0059248207,L1,L1,,-,M,941010004091173,,87,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Dogs 081 B10,,,,,,,,,,,8/28/2021,8/27/2025," Brown Terrier, American Pit Bull / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam. ,,False,A0059248207,Stray Wait,L1
65,1211179382784425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179514447080,False,1211179514447080,A0059248207,L1,L1,,-,M,941010004091173,,87,,Stray Wait,04 year(s) 00 month(s) 01 day(s),Dogs 081 B10,,,,,,,,,,,8/28/2021,8/27/2025," Brown Terrier, American Pit Bull / Mix",,,,,8/28/2025 easily handled in the kennel and during the intake exam. ,,False,A0059248207,Stray Wait,L1
66,1211179455986442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179452295805,False,1211179452295805,A0059253592,L2,L2-SF,,-,F,,8/28/2026,71,Cites,Identifying Info,06 year(s) 00 month(s) 01 day(s),Dogs 506 B1,,,,,,,,,,,8/28/2019,8/27/2025, Brindle Mastiff / Mix,,,,,8/28/2025 shy but warms up fast. Easily handled in the kennel and during the intake exam.  ,,False,A0059253592,Identifying Info,L2-SF
67,1211179456348184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1211179452295805,False,1211179452295805,A0059253592,L2,L2-SF,,-,F,,8/28/2026,71,Cites,Identifying Info,06 year(s) 00 month(s) 01 day(s),Dogs 506 B1,,,,,,,,,,,8/28/2019,8/27/2025, Brindle Mastiff / Mix,,,,,8/28/2025 shy but warms up fast. Easily handled in the kennel and during the intake exam.  ,,False,A0059253592,Identifying Info,L2-SF
